corpus_id,title,doi,locations,queried_at,error
DCM-00906,Thinking Outside the Box: Students’ Perspectives on User-Centered Chatbot Design through Design Thinking,10.5220/0015013600004021,0,2026-09-01T00:57:42.715157+00:00,
DCM-00908,Agile User Experience Design,10.1016/c2011-0-06229-4,0,2026-09-01T00:57:43.402385+00:00,
DCM-00909,Design process,10.5040/9781350089150.ch-004,0,2026-09-01T00:57:43.515523+00:00,
DCM-00910,Design methods,10.5040/9781350089150.ch-005,0,2026-09-01T00:57:43.512742+00:00,
DCM-00912,Interaction Design,10.1201/9781003715764-5,0,2026-09-01T00:57:43.515523+00:00,
DCM-00914,Projektablauf beim User-Experience-Design,10.1007/978-3-658-35167-0_17,0,2026-09-01T00:57:43.631409+00:00,
DCM-00916,Users,10.5040/9781350089150.ch-002,0,2026-09-01T00:57:43.615903+00:00,
DCM-00917,A Case for Black User Experience Design,10.4324/9781003583769-5,0,2026-09-01T00:57:43.845102+00:00,
DCM-00920,"Sustainability, User Experience, and Design",10.1016/b978-0-12-387795-6.00001-9,0,2026-09-01T00:57:43.986110+00:00,
DCM-00921,A Study on The Cosmetic Case Design of User Experience Centered - The User Experience Centered Design (UXCD) -,10.17280/jdd.2015.15.2.005,0,2026-09-01T00:57:44.601982+00:00,
DCM-00922,"Assessing the impact of AI-chatbot service quality on user e-brand loyalty through chatbot user trust, experience and electronic word of mouth",10.1016/j.jretconser.2024.103867,0,2026-09-01T00:57:44.753412+00:00,
DCM-00923,La narrativa conversacional,10.2307/j.ctvb6v71x.10,0,2026-09-01T00:57:44.759391+00:00,
DCM-00924,Principios de diseño educativo conversacional,10.2307/jj.21931883.9,0,2026-09-01T00:57:44.711223+00:00,
DCM-00925,Punto de partida:,10.2307/jj.21931883.7,0,2026-09-01T00:57:44.842328+00:00,
DCM-00926,La narrativa conversacional como estrategia métodológica para la investigación/intervención,10.2307/j.ctvb6v71x.12,0,2026-09-01T00:57:44.859386+00:00,
DCM-00927,La investigación/intervención narrativo-conversacional como una hermenéutica contextual y reflexiva de la experiencia,10.2307/j.ctvb6v71x.11,0,2026-09-01T00:57:45.100527+00:00,
DCM-00928,ESTILO CONVERSACIONAL NA TERAPIA DE FAMÍLIA,10.17771/pucrio.acad.3713,0,2026-09-01T00:57:45.150603+00:00,
DCM-00929,REFERENCIAS,10.2307/j.ctvb6v71x.18,0,2026-09-01T00:57:45.819597+00:00,
DCM-00930,Referencias generales,10.2307/jj.21931883.12,0,2026-09-01T00:57:45.954233+00:00,
DCM-00931,GLOSARIO,10.2307/j.ctvb6v71x.17,0,2026-09-01T00:57:46.082685+00:00,
DCM-00932,Dedicatoria,10.2307/jj.21931883.4,0,2026-09-01T00:57:46.019757+00:00,
DCM-00933,Introducción,10.2307/j.ctvb6v71x.4,0,2026-09-01T00:57:46.250593+00:00,
DCM-00935,Presentación,10.2307/jj.21931883.6,0,2026-09-01T00:57:46.048951+00:00,
DCM-00938,Back Matter,10.2307/j.ctvb6v71x.19,0,2026-09-01T00:57:46.273593+00:00,
DCM-00939,Table of Contents,10.2307/j.ctvb6v71x.2,0,2026-09-01T00:57:46.499697+00:00,
DCM-00940,Agradecimientos,10.2307/jj.21931883.3,0,2026-09-01T00:57:46.973771+00:00,
DCM-00941,Front Matter,10.2307/jj.21931883.1,0,2026-09-01T00:57:47.138893+00:00,
DCM-00942,Prólogo,10.2307/jj.21931883.5,0,2026-09-01T00:57:47.236513+00:00,
DCM-00944,CONTEXTUALIZACIÓN DEL PROYECTO,10.2307/j.ctvb6v71x.5,0,2026-09-01T00:57:47.273571+00:00,
DCM-00945,Front Matter,10.2307/j.ctvb6v71x.1,0,2026-09-01T00:57:47.385010+00:00,
DCM-00947,Nuestra síntesis,10.2307/jj.21931883.11,0,2026-09-01T00:57:47.455878+00:00,
DCM-00948,Prefacio,10.2307/j.ctvb6v71x.3,0,2026-09-01T00:57:47.471375+00:00,
DCM-00950,"Resultados, conclusiones e implicaciones",10.2307/j.ctvb6v71x.16,0,2026-09-01T00:57:47.700146+00:00,
DCM-00951,Diseña experiencias educativas conversacionales,10.2307/jj.21931883.10,0,2026-09-01T00:57:48.223838+00:00,
DCM-00953,Anexo - Mapa de navegación del libro,10.2307/jj.21931883.13,0,2026-09-01T00:57:48.306090+00:00,
DCM-00954,Table of Contents,10.2307/jj.21931883.2,0,2026-09-01T00:57:48.488862+00:00,
DCM-00956,La Cortesia Como Estrategia Conversacional,10.1163/9789004655348_004,0,2026-09-01T00:57:48.496004+00:00,
DCM-00959,UN MAPA ORIENTADOR DEL CONTEXTO GENERAL DE LA INVESTIGACIÓN,10.2307/j.ctvb6v71x.7,0,2026-09-01T00:57:48.552704+00:00,
DCM-00960,"Narrativas, afrontamiento y resiliencia familiar en situaciones de crisis",10.2307/j.ctvb6v71x.15,0,2026-09-01T00:57:48.620712+00:00,
DCM-00961,"Narrativa conversacional, relatos de vida y tramas humanos",10.2307/j.ctvb6v71x,0,2026-09-01T00:57:48.677467+00:00,
DCM-00962,Enseñanza como práctica de diseño,10.2307/jj.21931883.8,0,2026-09-01T00:57:48.888282+00:00,
DCM-00966,Narrativas y problemáticas psicosociales en contextos no terapéuticos,10.2307/j.ctvb6v71x.14,0,2026-09-01T00:57:49.419426+00:00,
DCM-00968,"Menos conferencias, más experiencias",10.2307/jj.21931883,0,2026-09-01T00:57:49.577051+00:00,
DCM-00972,Diseño de rutas para el aprendizaje adaptativo de idiomas... con inteligencia artificial generativa conversacional,10.14679/3556,0,2026-09-01T00:57:49.700740+00:00,
DCM-00974,Inteligencia Artificial Conversacional para el Diseño de un Asistente Virtual Interactivo,10.54808/cicic2022.01.237,0,2026-09-01T00:57:49.732613+00:00,
DCM-00989,The Design of Search User Interfaces,10.1017/cbo9781139644082.002,0,2026-09-01T00:57:49.784410+00:00,
DCM-00990,"A Voz da Malandragem: Estratégias Conversacionais em Malagueta, Perus e Bacanaço, de João Antônio",10.48021/978-65-270-8045-9,0,2026-09-01T00:57:49.858934+00:00,
DCM-00993,Analysis and Design of Model-Based User Interfaces,10.1007/1-4020-3304-4_17,0,2026-09-01T00:57:49.958625+00:00,
DCM-00994,The Design of Multidimensional Sound Interfaces,10.1093/oso/9780195075557.003.0017,0,2026-09-01T00:57:50.127551+00:00,
DCM-00998,Generating Context-Sensitive Multiple Device Interfaces from Design,10.1007/1-4020-3304-4_23,0,2026-09-01T00:57:50.644561+00:00,
DCM-01000,Design issues in interactive user interfaces,10.1016/0252-7308(85)90020-0,0,2026-09-01T00:57:50.757375+00:00,
DCM-01002,Interfaces autoajustáveis em websites,10.47749/t/unicamp.2012.896641,0,2026-09-01T00:57:50.882007+00:00,
DCM-01003,Designing Integrated Interfaces that Stimulate Activity,10.4324/9780203366202-19,0,2026-09-01T00:57:50.875677+00:00,
DCM-01004,Theoretical Frameworks for Advancing Educational Interfaces,10.4324/9780203366202-18,0,2026-09-01T00:57:51.014067+00:00,
DCM-01006,Model-Based Design of User-Interfaces Using Object-Z,10.1007/978-94-011-4295-3_4,0,2026-09-01T00:57:51.099110+00:00,
DCM-01007,Design standards for effective MCM design,10.1016/s0920-5489(99)91114-5,0,2026-09-01T00:57:51.165762+00:00,
DCM-01008,Corporate identity for iconic interface design: The graphic design perspective,10.1016/0252-7308(84)90055-2,0,2026-09-01T00:57:51.373344+00:00,
DCM-01009,Aesthetic interfaces,10.5040/9781350068308.ch-005,0,2026-09-01T00:57:51.863619+00:00,
DCM-01010,Design Interfaces with VR,10.47330/dcio.2021.zwzf7054,0,2026-09-01T00:57:51.961420+00:00,
DCM-01012,Ethical interfaces,10.5040/9781350068308.ch-004,0,2026-09-01T00:57:52.023472+00:00,
DCM-01013,Social interfaces,10.5040/9781350068308.ch-002,0,2026-09-01T00:57:52.088333+00:00,
DCM-01015,Design Principles for Nanobubble Regulation on Electrocatalytic Interfaces,10.1021/acs.jpclett.6c01070.s001,0,2026-09-01T00:57:52.169236+00:00,
DCM-01016,SystemVerilog Interfaces,10.1007/0-387-36495-1_10,0,2026-09-01T00:57:52.299098+00:00,
DCM-01041,"Asistentes conversacionales virtuales en las administraciones tributarias: Principios, modelos y recomendaciones",10.18235/0001901,0,2026-09-01T00:57:52.387532+00:00,
DCM-01044,Importancia de la cultura y del diseño web cultural en el desarrollo del Turismo,10.7476/9788574556314.0014,0,2026-09-01T00:57:52.570982+00:00,
DCM-01051,9. Aspectos conversacionales del debate cara a cara 347,10.3726/978-3-0352-0088-1/10,0,2026-09-01T00:57:53.038454+00:00,
DCM-01053,La variación en la construcción de textos orales ligada al uso de marcadores discursivo-conversacionales,10.31819/9783964564740-005,0,2026-09-01T00:57:53.143470+00:00,
DCM-01057,Modelo de evaluación semiótico de la usabilidad de patrones de diseño de interfaces gráficas de usuario en apps,10.24275/uama.5813.13149,0,2026-09-01T00:57:53.221211+00:00,
DCM-01058,Elicitación de la combinación de palabras en contextos conversacionales,10.1016/s1137-8174(11)70049-8,0,2026-09-01T00:57:53.270363+00:00,
DCM-01063,Compartir Compartir Chío Pinterest La expresión pronominal de sujeto y objetos en español: Estudio con datos conversacionales,10.15304/9788415876670,0,2026-09-01T00:57:53.336847+00:00,
